========	=========	======	=======	=======	========	=======	======	======	=======	=======	=========	=======	=======	========	=======	========
Date	Time	Temp	SpCond	Cond	Resist	TDS	Sal	DOsat	DO	DOchrg	Press	Depth	pH	pH	Orp	Battery
m/d/y	hh:mm:ss	C	mS/cm	uS/cm	Ohm*cm	g/L	ppt	%	mg/L		psia	feet		mV	mV	volts
--------	---------	------	-------	-------	--------	-------	------	------	-------	-------	---------	-------	-------	--------	-------	--------
11/15/2019	11:00:40	1.48	0.329	181	5521.38	0.214	0.16	114.7	16.07	35.7	15.513	2.341	8.22	-63.8	262.9	5.7
11/15/2019	11:15:40	1.49	0.329	181	5513.25	0.214	0.16	114.8	16.08	35.7	15.509	2.332	8.23	-63.9	262.8	5.6
11/15/2019	11:30:40	1.51	0.329	181	5510	0.214	0.16	115	16.11	34.6	15.504	2.32	8.23	-64	263.1	5.7
11/15/2019	11:45:40	1.6	0.329	182	5498.1	0.214	0.16	115.1	16.08	35.7	15.51	2.334	8.23	-63.9	263.5	5.7
11/15/2019	12:00:40	1.63	0.329	182	5494.07	0.214	0.16	114.6	16	35.7	15.51	2.334	8.22	-63.8	263.7	5.7
11/15/2019	12:15:40	1.69	0.329	182	5484.64	0.214	0.16	114.6	15.98	36.9	15.508	2.33	8.23	-64	263.7	5.7
11/15/2019	12:30:40	1.76	0.328	183	5475.94	0.213	0.16	114.9	15.98	35.7	15.507	2.327	8.23	-63.9	263.8	5.6
11/15/2019	12:45:40	1.82	0.329	183	5460.76	0.214	0.16	115	15.96	36.9	15.501	2.313	8.22	-63.9	263.9	5.6
11/15/2019	13:00:40	1.94	0.328	183	5452.93	0.213	0.16	115	15.91	34.6	15.504	2.32	8.22	-63.8	263.9	5.6
11/15/2019	13:15:40	1.93	0.328	183	5454.63	0.213	0.16	114.9	15.91	35.7	15.499	2.309	8.22	-63.7	264.2	5.6
11/15/2019	13:30:40	1.96	0.328	184	5446.02	0.213	0.16	114.8	15.88	34.6	15.497	2.304	8.22	-63.6	264.2	5.7
11/15/2019	13:45:40	1.95	0.328	184	5441.38	0.213	0.16	114.8	15.88	35.7	15.496	2.303	8.22	-63.7	264.2	5.6
11/15/2019	14:00:40	1.94	0.328	184	5447.83	0.213	0.16	114.6	15.87	35.7	15.496	2.303	8.22	-63.7	264.6	5.7
11/15/2019	14:15:40	1.96	0.328	184	5447.49	0.213	0.16	114.4	15.82	35.7	15.497	2.304	8.22	-63.6	265	5.7
11/15/2019	14:30:40	1.98	0.328	184	5444.77	0.213	0.16	114.4	15.82	35.7	15.497	2.305	8.22	-63.7	265.3	5.7
11/15/2019	14:45:40	1.99	0.328	184	5440.82	0.213	0.16	114.6	15.85	35.7	15.498	2.308	8.22	-63.6	265.4	5.7
11/15/2019	15:00:40	2.02	0.327	184	5443.53	0.213	0.16	114.5	15.81	35.7	15.499	2.309	8.22	-63.5	265.6	5.7
11/15/2019	15:15:40	2.01	0.328	184	5439.12	0.213	0.16	114.3	15.78	36.9	15.541	2.407	8.22	-63.6	265.6	5.6
11/15/2019	15:30:40	2.01	0.328	184	5441.95	0.213	0.16	114.5	15.82	35.7	15.542	2.409	8.22	-63.5	265.9	5.7
11/15/2019	15:45:40	2.02	0.327	184	5445.68	0.213	0.16	114.2	15.77	35.7	15.542	2.409	8.22	-63.5	266	5.6
11/15/2019	16:00:40	2.02	0.327	184	5443.19	0.213	0.16	114.1	15.75	35.7	15.543	2.41	8.22	-63.5	266.1	5.6
11/15/2019	16:15:40	2.01	0.327	184	5444.09	0.213	0.16	114.4	15.79	35.7	15.545	2.416	8.22	-63.5	266.1	5.7
11/15/2019	16:30:40	2.04	0.327	184	5445.22	0.213	0.16	114.1	15.75	35.7	15.547	2.42	8.22	-63.5	266.3	5.7
11/15/2019	16:45:40	2.04	0.327	184	5444.77	0.213	0.16	114	15.73	36.9	15.559	2.448	8.21	-63.4	266.3	5.7
11/15/2019	17:00:40	2.01	0.328	184	5441.83	0.213	0.16	114	15.74	35.7	15.562	2.455	8.22	-63.5	266.4	5.6
11/15/2019	17:15:40	2.03	0.327	184	5441.95	0.213	0.16	114.2	15.76	35.7	15.568	2.468	8.21	-63.4	266.5	5.7
11/15/2019	17:30:40	2.05	0.327	184	5440.59	0.213	0.16	114.2	15.76	35.7	15.571	2.476	8.21	-63.3	266.5	5.6
11/15/2019	17:45:40	2.02	0.327	183	5453.04	0.212	0.16	114	15.74	36.9	15.575	2.485	8.21	-63.2	266.4	5.7
11/15/2019	18:00:40	2.05	0.327	183	5450.09	0.212	0.15	113.7	15.69	35.7	15.577	2.49	8.21	-63.2	266.2	5.7
11/15/2019	18:15:40	2.01	0.327	183	5455.88	0.212	0.15	113.8	15.72	35.7	15.58	2.496	8.21	-63.2	266.2	5.6
11/15/2019	18:30:40	2	0.327	183	5456.1	0.212	0.16	113.9	15.74	35.7	15.582	2.501	8.21	-63.2	266.1	5.6
11/15/2019	18:45:40	2.03	0.327	183	5451.45	0.212	0.16	113.9	15.72	35.7	15.585	2.509	8.21	-63.1	265.9	5.7
11/15/2019	19:00:40	2	0.327	183	5456.1	0.213	0.16	113.6	15.7	35.7	15.588	2.515	8.21	-63.2	266.1	5.6
11/15/2019	19:15:40	1.99	0.327	183	5456.79	0.213	0.16	113.9	15.75	34.6	15.589	2.516	8.21	-63.2	266.2	5.6
11/15/2019	19:30:40	2.05	0.327	184	5443.98	0.213	0.16	113.7	15.69	34.6	15.586	2.51	8.21	-63.2	266.1	5.7
11/15/2019	19:45:40	2.05	0.327	184	5446.47	0.212	0.16	113.8	15.69	35.7	15.587	2.512	8.21	-63.2	266.3	5.6
11/15/2019	20:00:40	2.09	0.327	184	5440.93	0.212	0.16	114	15.72	35.7	15.584	2.506	8.21	-63.2	266.2	5.7
11/15/2019	20:15:40	2.07	0.327	184	5439.46	0.213	0.16	113.9	15.7	35.7	15.584	2.506	8.21	-63.3	266.2	5.7
11/15/2019	20:30:40	2.05	0.327	184	5446.02	0.213	0.16	114	15.73	34.6	15.583	2.504	8.21	-63.3	266.2	5.6
11/15/2019	20:45:40	2.07	0.327	184	5441.83	0.213	0.16	114	15.72	36.9	15.585	2.509	8.21	-63.2	266.2	5.7
11/15/2019	21:00:40	2.09	0.327	184	5444.32	0.212	0.15	113.6	15.65	35.7	15.591	2.521	8.21	-63.2	266.1	5.7
11/15/2019	21:15:40	2.07	0.327	184	5440.7	0.213	0.16	113.9	15.71	35.7	15.592	2.524	8.21	-63.2	265.8	5.6
11/15/2019	21:30:40	2.08	0.326	184	5447.6	0.212	0.15	113.9	15.71	36.9	15.596	2.534	8.21	-63.1	265.6	5.6
11/15/2019	21:45:40	2.06	0.327	183	5450.43	0.212	0.15	113.6	15.67	35.7	15.599	2.541	8.21	-63.1	265.6	5.7
11/15/2019	22:00:40	2.05	0.327	183	5451.57	0.212	0.15	113.8	15.7	35.7	15.6	2.542	8.21	-63.1	265.7	5.6
11/15/2019	22:15:40	2.07	0.326	183	5449.98	0.212	0.15	113.8	15.69	35.7	15.603	2.549	8.21	-63	265.7	5.6
11/15/2019	22:30:40	2.12	0.327	184	5436.87	0.212	0.16	113.9	15.69	35.7	15.607	2.558	8.21	-63.1	265.8	5.6
11/15/2019	22:45:40	2.08	0.327	184	5445.79	0.212	0.15	113.8	15.69	35.7	15.609	2.564	8.21	-63.1	266	5.6
11/15/2019	23:00:40	2.04	0.327	183	5452.93	0.212	0.15	113.7	15.69	34.6	15.61	2.567	8.21	-63.1	266.1	5.7
11/15/2019	23:15:40	2.06	0.327	183	5450.32	0.212	0.15	113.5	15.66	35.7	15.612	2.571	8.21	-63.2	266.2	5.6
11/15/2019	23:30:40	1.99	0.327	183	5461.67	0.212	0.15	113.6	15.69	35.7	15.614	2.574	8.21	-63.2	266.4	5.6
11/15/2019	23:45:40	2.02	0.327	183	5452.47	0.212	0.16	113.3	15.64	35.7	15.615	2.576	8.21	-63.2	266.2	5.6
11/16/2019	0:00:40	2.05	0.327	184	5445	0.213	0.16	113.8	15.7	34.6	15.619	2.586	8.21	-63.2	266.3	5.6
11/16/2019	0:15:40	2.03	0.327	183	5450.43	0.212	0.16	113.5	15.66	34.6	15.624	2.598	8.21	-63.2	266.4	5.7
11/16/2019	0:30:40	2.04	0.327	184	5449.07	0.212	0.16	113.8	15.71	35.7	15.625	2.599	8.21	-63.2	266.4	5.6
11/16/2019	0:45:40	2.04	0.327	183	5449.98	0.212	0.16	113.8	15.7	35.7	15.625	2.601	8.21	-63.2	266.4	5.6
11/16/2019	1:00:40	2.04	0.327	183	5449.64	0.212	0.16	113.8	15.7	35.7	15.631	2.613	8.21	-63.2	266.4	5.6
11/16/2019	1:15:40	2.05	0.327	184	5447.6	0.212	0.16	113.8	15.7	34.6	15.63	2.613	8.21	-63.2	266.5	5.6
11/16/2019	1:30:40	2.05	0.327	184	5447.26	0.212	0.16	113.9	15.72	34.6	15.635	2.624	8.21	-63.2	266.5	5.6
11/16/2019	1:45:40	2.04	0.327	184	5444.55	0.213	0.16	113.9	15.72	35.7	15.628	2.608	8.21	-63.1	266.5	5.6
11/16/2019	2:00:40	1.98	0.326	183	5470.34	0.212	0.15	113.8	15.73	35.7	15.642	2.64	8.21	-63.2	266.7	5.7
11/16/2019	2:15:40	2.02	0.327	184	5447.71	0.213	0.16	113.9	15.73	36.9	15.644	2.645	8.21	-63.2	266.7	5.6
11/16/2019	2:30:40	2.06	0.327	184	5438.11	0.213	0.16	114.1	15.73	36.9	15.647	2.652	8.21	-63.2	266.7	5.6
11/16/2019	2:45:40	2.09	0.327	184	5434.61	0.213	0.16	114.2	15.74	35.7	15.648	2.654	8.21	-63.1	266.8	5.6
11/16/2019	3:00:40	2.06	0.327	184	5439.8	0.213	0.16	113.6	15.67	34.6	15.651	2.66	8.21	-63.2	266.7	5.6
11/16/2019	3:15:40	2.07	0.327	184	5439.01	0.213	0.16	113.9	15.71	35.7	15.652	2.662	8.21	-63.1	266.5	5.6
11/16/2019	3:30:40	2.11	0.327	184	5435.96	0.212	0.16	113.8	15.68	35.7	15.654	2.667	8.21	-63	266.4	5.6
11/16/2019	3:45:40	2.07	0.327	184	5438.56	0.213	0.16	114	15.72	34.6	15.657	2.675	8.21	-63.2	266.4	5.6
11/16/2019	4:00:40	2.07	0.327	184	5438.78	0.213	0.16	114.1	15.74	36.9	15.659	2.678	8.21	-63.2	266.5	5.6
11/16/2019	4:15:40	2.06	0.327	184	5444.66	0.212	0.16	114.1	15.74	35.7	15.659	2.68	8.21	-63.2	266.5	5.6
11/16/2019	4:30:40	2.05	0.327	184	5445.79	0.212	0.16	113.4	15.65	34.6	15.662	2.686	8.21	-63.2	266.7	5.6
11/16/2019	4:45:40	2.04	0.327	184	5449.07	0.212	0.16	113.3	15.64	35.7	15.663	2.688	8.21	-63.2	266.7	5.6
11/16/2019	5:00:40	2.05	0.327	184	5449.3	0.212	0.15	113.8	15.7	35.7	15.664	2.691	8.21	-63.2	266.7	5.6
11/16/2019	5:15:40	2.06	0.327	184	5442.96	0.213	0.16	113.2	15.62	35.7	15.669	2.702	8.21	-63.1	266.7	5.6
11/16/2019	5:30:40	2.07	0.327	184	5441.16	0.213	0.16	113.8	15.7	35.7	15.673	2.71	8.21	-63.1	266.5	5.6
11/16/2019	5:45:40	2.06	0.327	184	5442.17	0.213	0.16	114	15.72	35.7	15.677	2.72	8.21	-63.1	266.5	5.6
11/16/2019	6:00:40	2.05	0.327	184	5440.36	0.213	0.16	113.9	15.72	35.7	15.678	2.723	8.21	-63.1	266.5	5.6
11/16/2019	6:15:40	2.02	0.327	183	5451.11	0.212	0.16	113.9	15.72	35.7	15.682	2.732	8.21	-63	266.4	5.7
11/16/2019	6:30:40	2.05	0.327	184	5441.04	0.213	0.16	113.2	15.61	35.7	15.685	2.739	8.21	-63.1	266.2	5.7
11/16/2019	6:45:40	2.02	0.327	183	5450.21	0.213	0.16	113.1	15.62	35.7	15.687	2.743	8.21	-63.2	266	5.6
11/16/2019	7:00:40	2.02	0.327	183	5449.75	0.213	0.16	113.2	15.63	35.7	15.692	2.755	8.21	-63.2	266	5.6
11/16/2019	7:15:40	1.99	0.327	183	5450.77	0.213	0.16	113.6	15.7	35.7	15.694	2.759	8.21	-63	265.6	5.6
11/16/2019	7:30:40	2.12	0.327	184	5429.66	0.213	0.16	113.3	15.61	35.7	15.697	2.767	8.21	-63	265.7	5.6
11/16/2019	7:45:40	2.16	0.328	185	5404.58	0.213	0.16	113.8	15.65	35.7	15.699	2.772	8.2	-62.9	265.9	5.6
11/16/2019	8:00:40	2.17	0.329	185	5397.91	0.214	0.16	114	15.68	35.7	15.703	2.78	8.2	-62.9	265.6	5.6
11/16/2019	8:15:40	2.16	0.329	185	5392.8	0.214	0.16	113.1	15.55	35.7	15.708	2.791	8.2	-62.9	265.5	5.6
11/16/2019	8:30:40	2.14	0.329	185	5399.13	0.214	0.16	113.6	15.63	34.6	15.713	2.804	8.2	-62.9	265.5	5.6
11/16/2019	8:45:40	2.14	0.329	185	5396.8	0.214	0.16	113.8	15.66	35.7	15.719	2.818	8.2	-62.8	265.4	5.7
11/16/2019	9:00:40	2.06	0.329	185	5409.49	0.214	0.16	113.2	15.61	35.7	15.721	2.822	8.2	-62.8	265.6	5.6
11/16/2019	9:15:40	2.03	0.329	185	5418.77	0.214	0.16	113.1	15.61	34.6	15.721	2.823	8.2	-62.9	265.5	5.7
11/16/2019	9:30:40	2.02	0.328	184	5428.76	0.213	0.16	113	15.61	36.9	15.722	2.825	8.21	-62.9	265.4	5.6
11/16/2019	9:45:40	2.03	0.328	184	5425.39	0.213	0.16	112.8	15.57	35.7	15.724	2.828	8.21	-63	265.3	5.6
11/16/2019	10:00:40	2.03	0.328	184	5423.82	0.213	0.16	113.3	15.64	35.7	15.726	2.833	8.2	-62.9	265.2	5.6
11/16/2019	10:15:40	2.04	0.329	185	5417.88	0.214	0.16	113.8	15.71	35.7	15.726	2.835	8.21	-63	265.1	5.6
11/16/2019	10:30:40	2.08	0.329	185	5410.5	0.214	0.16	114.1	15.73	35.7	15.726	2.833	8.2	-62.9	265.3	5.6
11/16/2019	10:45:40	2.08	0.329	185	5410.05	0.214	0.16	114.3	15.76	34.6	15.712	2.802	8.21	-63	265.4	5.6
11/16/2019	11:00:40	2.12	0.329	185	5404.47	0.214	0.16	114.6	15.78	35.7	15.713	2.803	8.21	-63	265.4	5.6
11/16/2019	11:15:40	2.12	0.329	185	5402.91	0.214	0.16	113.3	15.6	35.7	15.712	2.802	8.21	-63	265.3	5.6
11/16/2019	11:30:40	2.13	0.329	185	5396.91	0.214	0.16	113.6	15.64	35.7	15.714	2.806	8.21	-63	265.4	5.6
11/16/2019	11:45:40	2.2	0.328	185	5393.02	0.214	0.16	113.5	15.6	35.7	15.712	2.803	8.2	-63	265.7	5.6
11/16/2019	12:00:40	2.17	0.329	186	5382.06	0.214	0.16	114.6	15.76	35.7	15.709	2.795	8.21	-63.1	265.8	5.6
11/16/2019	12:15:40	2.23	0.329	186	5377.75	0.214	0.16	114.6	15.73	35.7	15.705	2.786	8.21	-63	266.3	5.6
11/16/2019	12:30:40	2.31	0.329	186	5362.57	0.214	0.16	115.2	15.78	36.9	15.699	2.772	8.21	-63	265.9	5.6
11/16/2019	12:45:40	2.34	0.329	187	5354.25	0.214	0.16	113.8	15.58	36.9	15.695	2.761	8.2	-62.9	265.4	5.6
11/16/2019	13:00:40	2.37	0.33	187	5341.59	0.214	0.16	115	15.73	35.7	15.688	2.746	8.21	-63	265.1	5.6
11/16/2019	13:15:40	2.39	0.33	188	5332.46	0.215	0.16	115	15.72	35.7	15.682	2.732	8.2	-62.9	265.4	5.6
11/16/2019	13:30:40	2.42	0.33	188	5329.75	0.214	0.16	114.1	15.58	35.7	15.676	2.719	8.2	-62.9	265.2	5.6
11/16/2019	13:45:40	2.45	0.33	188	5323.15	0.214	0.16	113.7	15.52	35.7	15.673	2.712	8.2	-62.9	264.5	5.6
11/16/2019	14:00:40	2.51	0.33	188	5315.06	0.214	0.16	114.5	15.6	35.7	15.67	2.704	8.2	-62.8	264.5	5.6
11/16/2019	14:15:40	2.47	0.33	188	5321.1	0.214	0.16	113.5	15.48	35.7	15.674	2.714	8.2	-62.7	265.1	5.6
11/16/2019	14:30:40	2.51	0.33	188	5316.67	0.214	0.16	113.4	15.45	35.7	15.672	2.71	8.2	-62.6	265.4	5.6
11/16/2019	14:45:40	2.5	0.33	188	5320.56	0.214	0.16	113.9	15.52	35.7	15.669	2.703	8.19	-62.5	265.4	5.6
11/16/2019	15:00:40	2.55	0.329	188	5320.13	0.214	0.16	114.5	15.59	35.7	15.668	2.701	8.19	-62.4	265.6	5.6
11/16/2019	15:15:40	2.55	0.329	188	5320.56	0.214	0.16	114.5	15.59	35.7	15.667	2.698	8.2	-62.6	265.6	5.6
11/16/2019	15:30:40	2.56	0.329	188	5313.33	0.214	0.16	113.7	15.47	35.7	15.667	2.697	8.19	-62.5	265.5	5.6
11/16/2019	15:45:40	2.54	0.33	188	5311.29	0.214	0.16	114.3	15.56	34.6	15.663	2.689	8.19	-62.4	265.6	5.6
11/16/2019	16:00:40	2.52	0.329	188	5323.37	0.214	0.16	114.4	15.58	35.7	15.662	2.687	8.19	-62.4	265.7	5.6
11/16/2019	16:15:40	2.54	0.329	188	5318.62	0.214	0.16	113.5	15.45	35.7	15.663	2.689	8.19	-62.4	265.9	5.6
11/16/2019	16:30:40	2.53	0.329	188	5322.18	0.214	0.16	114.3	15.57	35.7	15.664	2.69	8.19	-62.4	266.2	5.6
11/16/2019	16:45:40	2.51	0.329	188	5321.75	0.214	0.16	113.3	15.44	35.7	15.665	2.692	8.19	-62.3	266.4	5.6
11/16/2019	17:00:40	2.51	0.33	188	5314.09	0.214	0.16	114.3	15.57	35.7	15.672	2.709	8.19	-62.4	266.3	5.6
11/16/2019	17:15:40	2.51	0.329	188	5321.42	0.214	0.16	114.3	15.57	35.7	15.672	2.71	8.19	-62.3	266.3	5.6
11/16/2019	17:30:40	2.51	0.329	188	5323.26	0.214	0.16	114.5	15.6	35.7	15.674	2.713	8.19	-62.3	266.3	5.6
11/16/2019	17:45:40	2.51	0.329	188	5323.04	0.214	0.16	114.5	15.6	34.6	15.675	2.715	8.19	-62.3	266.5	5.6
11/16/2019	18:00:40	2.51	0.329	188	5326.18	0.214	0.16	113.7	15.49	36.9	15.677	2.722	8.19	-62.3	266.3	5.6
11/16/2019	18:15:40	2.5	0.329	188	5327.16	0.214	0.16	114.4	15.59	36.9	15.677	2.721	8.19	-62.4	266.7	5.6
11/16/2019	18:30:40	2.5	0.329	188	5329.43	0.214	0.16	114.3	15.58	35.7	15.677	2.719	8.19	-62.4	267	5.6
11/16/2019	18:45:40	2.49	0.329	188	5327.16	0.214	0.16	114.3	15.58	35.7	15.679	2.725	8.19	-62.4	267.2	5.6
11/16/2019	19:00:40	2.49	0.33	188	5322.5	0.214	0.16	114.2	15.57	35.7	15.681	2.73	8.19	-62.4	267.3	5.6
11/16/2019	19:15:40	2.47	0.33	188	5322.5	0.214	0.16	113.8	15.52	34.6	15.683	2.735	8.19	-62.4	267.2	5.6
11/16/2019	19:30:40	2.47	0.33	188	5321.75	0.214	0.16	113.9	15.53	35.7	15.683	2.733	8.19	-62.4	267	5.6
11/16/2019	19:45:40	2.47	0.33	188	5321.42	0.214	0.16	113.7	15.51	35.7	15.683	2.735	8.19	-62.4	266.8	5.6
11/16/2019	20:00:40	2.41	0.331	188	5318.4	0.215	0.16	113.8	15.55	35.7	15.683	2.734	8.19	-62.4	266.7	5.6
11/16/2019	20:15:40	2.41	0.331	188	5312.9	0.215	0.16	113.6	15.53	34.6	15.683	2.734	8.2	-62.5	266.7	5.6
11/16/2019	20:30:40	2.43	0.331	188	5313.66	0.215	0.16	113.5	15.5	36.9	15.682	2.733	8.19	-62.4	266.5	5.6
11/16/2019	20:45:40	2.44	0.33	188	5316.14	0.215	0.16	113.3	15.46	35.7	15.682	2.732	8.19	-62.4	266.4	5.6
11/16/2019	21:00:40	2.45	0.331	188	5314.52	0.215	0.16	113.6	15.5	35.7	15.682	2.733	8.19	-62.3	266.1	5.6
11/16/2019	21:15:40	2.45	0.33	188	5316.14	0.215	0.16	113.5	15.5	35.7	15.683	2.735	8.19	-62.2	265.7	5.6
11/16/2019	21:30:40	2.45	0.331	188	5313.44	0.215	0.16	113.5	15.49	35.7	15.681	2.731	8.19	-62.1	265.4	5.6
11/16/2019	21:45:40	2.44	0.331	188	5315.27	0.215	0.16	113.4	15.48	34.6	15.679	2.725	8.19	-62.2	265.4	5.6
11/16/2019	22:00:40	2.44	0.33	188	5316.03	0.215	0.16	113.4	15.48	35.7	15.677	2.721	8.19	-62.3	265.6	5.6
11/16/2019	22:15:40	2.44	0.33	188	5317.32	0.215	0.16	113.5	15.5	35.7	15.675	2.716	8.19	-62.2	265.7	5.6
11/16/2019	22:30:40	2.42	0.33	188	5321.75	0.215	0.16	113.6	15.52	35.7	15.672	2.709	8.19	-62.3	266	5.6
11/16/2019	22:45:40	2.41	0.331	188	5317.21	0.215	0.16	113.7	15.54	35.7	15.671	2.706	8.19	-62.4	266.2	5.6
11/16/2019	23:00:40	2.41	0.331	188	5320.34	0.215	0.16	113.6	15.52	35.7	15.667	2.699	8.19	-62.4	266.8	5.6
11/16/2019	23:15:40	2.42	0.331	188	5318.29	0.215	0.16	113.7	15.53	35.7	15.667	2.697	8.19	-62.4	267.3	5.6
11/16/2019	23:30:40	2.43	0.33	188	5321.32	0.215	0.16	113.9	15.55	35.7	15.665	2.692	8.19	-62.4	267.3	5.6
11/16/2019	23:45:40	2.44	0.33	188	5323.37	0.215	0.16	113.6	15.51	35.7	15.663	2.689	8.19	-62.3	267.3	5.6
11/17/2019	0:00:40	2.46	0.33	188	5319.8	0.215	0.16	113.5	15.49	35.7	15.66	2.682	8.19	-62.3	267.2	5.6
11/17/2019	0:15:40	2.38	0.33	188	5328.13	0.215	0.16	113.3	15.49	35.7	15.659	2.678	8.19	-62.1	267.3	5.6
11/17/2019	0:30:40	2.44	0.33	188	5321.21	0.215	0.16	113.6	15.51	35.7	15.656	2.673	8.19	-62.2	267.5	5.6
11/17/2019	0:45:40	2.46	0.33	188	5319.26	0.215	0.16	113.1	15.44	35.7	15.656	2.673	8.19	-62.3	267.6	5.6
11/17/2019	1:00:40	2.45	0.33	188	5319.16	0.215	0.16	113.2	15.44	35.7	15.652	2.663	8.19	-62.2	267.5	5.6
11/17/2019	1:15:40	2.38	0.33	187	5335.18	0.215	0.16	113.3	15.5	35.7	15.652	2.662	8.18	-62	267.3	5.6
11/17/2019	1:30:40	2.32	0.33	187	5341.81	0.215	0.16	113.7	15.57	35.7	15.649	2.655	8.18	-61.7	267	5.6
11/17/2019	1:45:40	2.29	0.331	187	5341.81	0.215	0.16	113.5	15.56	35.7	15.651	2.662	8.19	-62.2	266.7	5.6
11/17/2019	2:00:40	2.26	0.331	187	5342.14	0.215	0.16	113.3	15.55	35.7	15.653	2.665	8.2	-62.6	266.7	5.6
11/17/2019	2:15:40	2.29	0.331	187	5334.53	0.215	0.16	112.9	15.48	35.7	15.65	2.659	8.2	-62.6	266.8	5.6
11/17/2019	2:30:40	2.29	0.331	187	5340.72	0.215	0.16	113.1	15.5	35.7	15.647	2.65	8.2	-62.6	266.7	5.6
11/17/2019	2:45:40	2.3	0.331	188	5332.46	0.215	0.16	113	15.48	35.7	15.644	2.645	8.2	-62.6	266.8	5.6
11/17/2019	3:00:40	2.23	0.331	187	5341.16	0.215	0.16	113.2	15.55	36.9	15.644	2.644	8.2	-62.6	266.8	5.6
11/17/2019	3:15:40	2.21	0.331	187	5349.55	0.215	0.16	113.4	15.58	35.7	15.643	2.643	8.2	-62.9	266.6	5.6
11/17/2019	3:30:40	2.27	0.331	187	5342.03	0.215	0.16	113.2	15.52	35.7	15.644	2.643	8.21	-63	266.7	5.6
11/17/2019	3:45:40	2.28	0.331	187	5336.37	0.215	0.16	113.1	15.51	36.9	15.641	2.638	8.2	-62.9	266.8	5.6
11/17/2019	4:00:40	2.22	0.332	187	5337.24	0.216	0.16	113.2	15.55	36.9	15.642	2.641	8.2	-63	266.7	5.6
11/17/2019	4:15:40	2.24	0.332	188	5333.33	0.216	0.16	113.3	15.55	36.9	15.643	2.641	8.21	-63	266.7	5.6
11/17/2019	4:30:40	2.24	0.331	187	5337.24	0.215	0.16	113.4	15.56	35.7	15.642	2.639	8.21	-63.1	267.2	5.6
11/17/2019	4:45:40	2.25	0.332	187	5333.44	0.215	0.16	113.7	15.61	35.7	15.638	2.632	8.21	-63.2	267.5	5.6
11/17/2019	5:00:40	2.27	0.331	188	5332.57	0.215	0.16	113.2	15.53	34.6	15.637	2.629	8.21	-63.1	267.3	5.6
11/17/2019	5:15:40	2.27	0.331	187	5337.02	0.215	0.16	113.1	15.51	35.7	15.637	2.628	8.21	-63	267.5	5.6
11/17/2019	5:30:40	2.26	0.331	187	5336.59	0.215	0.16	113	15.5	35.7	15.636	2.625	8.21	-63.1	267.6	5.6
11/17/2019	5:45:40	2.23	0.332	188	5327.7	0.216	0.16	113.8	15.63	34.6	15.635	2.625	8.21	-63.2	267.6	5.6
11/17/2019	6:00:40	2.26	0.332	188	5322.29	0.216	0.16	113.6	15.58	35.7	15.635	2.623	8.21	-63.2	267.9	5.6
11/17/2019	6:15:40	2.28	0.332	188	5326.07	0.216	0.16	113.1	15.51	35.7	15.635	2.624	8.21	-63.1	267.8	5.6
11/17/2019	6:30:40	2.29	0.332	188	5323.8	0.216	0.16	113.3	15.54	35.7	15.635	2.623	8.21	-63	267.7	5.6
11/17/2019	6:45:40	2.3	0.332	188	5315.27	0.216	0.16	113.1	15.5	35.7	15.633	2.618	8.21	-63.1	267.7	5.6
11/17/2019	7:00:40	2.32	0.332	188	5313.33	0.216	0.16	113.8	15.59	35.7	15.632	2.617	8.21	-63.2	267.8	5.6
11/17/2019	7:15:40	2.29	0.332	188	5313.33	0.216	0.16	113.9	15.61	35.7	15.63	2.612	8.21	-63.2	267.8	5.6
11/17/2019	7:30:40	2.31	0.332	188	5313.33	0.216	0.16	113.9	15.61	35.7	15.63	2.612	8.21	-63.2	267.8	5.6
11/17/2019	7:45:40	2.29	0.333	188	5309.14	0.216	0.16	114.1	15.64	35.7	15.63	2.613	8.21	-63.3	267.9	5.6
11/17/2019	8:00:40	2.31	0.333	188	5306.02	0.216	0.16	113.4	15.53	35.7	15.632	2.616	8.21	-63.3	268.2	5.6
11/17/2019	8:15:40	2.29	0.333	189	5301.3	0.217	0.16	113.8	15.61	35.7	15.632	2.616	8.21	-63.2	268.1	5.6
11/17/2019	8:30:40	2.23	0.333	188	5306.34	0.217	0.16	113.5	15.59	35.7	15.626	2.602	8.21	-63.4	268.1	5.6
11/17/2019	8:45:40	2.21	0.333	188	5319.05	0.216	0.16	113.8	15.64	35.7	15.623	2.596	8.21	-63.5	268.6	5.6
11/17/2019	9:00:40	2.2	0.333	188	5324.67	0.216	0.16	113.4	15.58	35.7	15.623	2.596	8.21	-63.2	268.7	5.6
11/17/2019	9:15:40	2.24	0.332	188	5326.61	0.216	0.16	112.9	15.49	35.7	15.62	2.588	8.21	-63.2	268.7	5.6
11/17/2019	9:30:40	2.12	0.337	189	5277.39	0.219	0.16	114.7	15.8	35.7	15.619	2.588	8.22	-63.8	268.7	5.6
11/17/2019	9:45:40	2.06	0.338	190	5266.9	0.22	0.16	115.8	15.97	35.7	15.619	2.586	8.24	-64.7	268.2	5.6
11/17/2019	10:00:40	2.04	0.337	189	5278.88	0.219	0.16	116.5	16.07	35.7	15.618	2.585	8.24	-65	267.9	5.6
11/17/2019	10:15:40	2.04	0.336	189	5294.77	0.219	0.16	115.8	15.98	35.7	15.616	2.579	8.24	-64.8	267.7	5.6
